20140815T000000 45.66 45.96 45.07 45.86 1109800 45.74
20140818T000000 46.79 47.05 46.46 47.02 1439100 46.9
20140819T000000 46.78 47.02 46.62 46.9 1282000 46.78
20140820T000000 46.68 47.23 46.63 47.12 1205900 47.0
20140821T000000 46.86 47.22 46.78 47.15 1256800 47.03
20140822T000000 47.14 47.5 47.01 47.4 1131800 47.28
20140825T000000 47.67 47.9 47.31 47.38 923800 47.26
20140826T000000 47.51 47.66 47.33 47.35 1606600 47.23
20140827T000000 47.91 48.0 47.64 47.93 1109600 47.81
20140828T000000 47.81 48.23 47.7 48.16 741700 48.03
20140829T000000 48.29 48.57 48.19 48.53 2247100 48.4
20140902T000000 48.9 49.32 48.77 49.24 2467100 49.11
20140903T000000 49.15 49.15 48.02 48.28 1890700 48.28
20140904T000000 47.72 48.12 47.58 47.84 1792900 47.84
20140905T000000 47.04 47.65 46.97 47.48 1356400 47.48
20140908T000000 47.06 47.77 47.02 47.53 867500 47.53
20140909T000000 47.41 47.55 46.85 47.02 666100 47.02
20140910T000000 46.5 46.61 46.04 46.45 1577900 46.45
20140911T000000 46.26 46.59 46.11 46.56 1089100 46.56
20140912T000000 46.82 46.84 46.06 46.24 1389000 46.24
20140915T000000 46.18 46.22 45.3 45.38 1446900 45.38
20140916T000000 44.74 45.74 44.61 45.43 3125200 45.43
20140917T000000 46.09 46.49 46.03 46.09 2054900 46.09
20140918T000000 46.65 47.02 46.53 46.75 1545700 46.75
20140919T000000 47.1 47.17 46.04 46.16 2078400 46.16
20140922T000000 46.14 46.19 45.66 45.96 1376700 45.96
20140923T000000 45.19 45.35 44.86 44.97 1404500 44.97
20140924T000000 45.13 45.77 45.13 45.54 1101900 45.54
20140925T000000 45.01 45.22 43.8 44.11 1730000 44.11
20140926T000000 44.87 45.01 44.53 44.98 1079200 44.98
20140929T000000 44.6 45.26 44.39 44.94 707500 44.94
20140930T000000 44.06 44.21 43.68 43.69 1444100 43.69
