20140805T000000 570.05 571.98 562.61 565.07 1547000 565.07
20140806T000000 561.78 570.7 560.0 566.37 1330700 566.37
20140807T000000 568.0 569.89 561.1 563.36 1107900 563.36
20140808T000000 563.56 570.25 560.35 568.77 1490700 568.77
20140811T000000 569.99 570.49 566.0 567.88 1211400 567.88
20140812T000000 564.52 565.9 560.88 562.73 1537800 562.73
20140813T000000 567.31 575.0 565.75 574.78 1437900 574.78
20140814T000000 576.18 577.9 570.88 574.65 982800 574.65
20140815T000000 577.86 579.38 570.52 573.48 1515000 573.48
20140818T000000 576.11 584.51 576.0 582.16 1280600 582.16
20140819T000000 585.0 587.34 584.0 586.86 976000 586.86
20140820T000000 585.88 586.7 582.57 584.49 1033900 584.49
20140821T000000 583.82 584.5 581.14 583.37 912300 583.37
20140822T000000 583.59 585.24 580.64 582.56 786900 582.56
20140825T000000 584.72 585.0 579.0 580.2 1357700 580.2
20140826T000000 581.26 581.8 576.58 577.86 1635200 577.86
20140827T000000 577.27 578.49 570.1 571.0 1698700 571.0
20140828T000000 569.56 573.25 567.1 569.2 1289400 569.2
20140829T000000 571.33 572.04 567.07 571.6 1080800 571.6
20140902T000000 571.85 577.83 571.19 577.33 1574100 577.33
20140903T000000 580.0 582.99 575.0 577.94 1211800 577.94
20140904T000000 580.0 586.0 579.22 581.98 1454200 581.98
20140905T000000 583.98 586.55 581.95 586.08 1627900 586.08
20140908T000000 586.6 591.77 586.3 589.72 1427100 589.72
20140909T000000 588.9 589.0 580.0 581.01 1283700 581.01
20140910T000000 581.5 583.5 576.94 583.1 974700 583.1
20140911T000000 580.36 581.81 576.26 581.35 1217700 581.35
20140912T000000 581.0 581.64 574.46 575.62 1597300 575.62
20140915T000000 572.94 574.95 568.21 573.1 1593200 573.1
20140916T000000 572.76 581.5 572.66 579.95 1476300 579.95
20140917T000000 580.01 587.52 578.78 584.77 1688200 584.77
20140918T000000 587.0 589.54 585.0 589.27 1440600 589.27
20140919T000000 591.5 596.48 589.5 596.08 3726400 596.08
20140922T000000 593.82 593.95 583.46 587.37 1684900 587.37
20140923T000000 586.85 586.85 581.0 581.13 1467400 581.13
20140924T000000 581.46 589.63 580.52 587.99 1723400 587.99
20140925T000000 587.55 587.98 574.18 575.06 1920700 575.06
20140926T000000 576.06 579.25 574.66 577.1 1439700 577.1
20140929T000000 571.75 578.19 571.17 576.36 1278900 576.36
20140930T000000 576.93 579.85 572.85 577.36 1617300 577.36
20141001T000000 576.01 577.58 567.01 568.27 1441500 568.27
20141002T000000 567.31 571.91 563.32 570.08 1175200 570.08
20141003T000000 573.05 577.22 572.5 575.28 1138600 575.28
20141006T000000 578.8 581.0 574.44 577.35 1211300 577.35
20141007T000000 574.4 575.27 563.74 563.74 1906100 563.74
20141008T000000 565.57 573.88 557.49 572.5 1985400 572.5
20141009T000000 571.18 571.49 559.06 560.88 2517900 560.88
20141010T000000 557.72 565.13 544.05 544.49 3073500 544.49
20141013T000000 544.99 549.5 533.1 533.21 2574600 533.21
20141014T000000 538.9 547.19 533.17 537.94 2216500 537.94
20141015T000000 531.01 532.8 518.3 530.03 3709200 530.03
20141016T000000 519.0 529.43 515.0 524.51 3698400 524.51
20141017T000000 527.25 530.98 508.53 511.17 5524200 511.17
20141020T000000 509.45 521.76 508.1 520.84 2600400 520.84
20141021T000000 525.19 526.79 519.11 526.54 2329900 526.54
20141022T000000 529.89 539.8 528.8 532.71 2911300 532.71
20141023T000000 539.32 547.22 535.85 543.98 2342400 543.98
20141024T000000 544.36 544.88 535.79 539.78 1967700 539.78
20141027T000000 537.03 544.41 537.03 540.77 1182100 540.77
20141028T000000 543.0 548.98 541.62 548.9 1267500 548.9
20141029T000000 550.0 554.19 546.98 549.33 1765700 549.33
20141030T000000 548.95 552.8 543.51 550.31 1451500 550.31
20141031T000000 559.35 559.57 554.75 559.08 2029500 559.08
20141103T000000 555.5 557.9 553.23 555.22 1378500 555.22
20141104T000000 553.0 555.5 549.3 554.11 1240800 554.11
